"","gene_name","logFC","logCPM","LR","PValue","FDR","moduleColors","moduleColors_merged"
"3981","D430019H16Rik",-0.159081167112097,9.26276448574194,1.6159119909928,0.203662745537503,0.718669993822083,"turquoise","turquoise"
"3982","D430020J02Rik",-0.19162888592571,2.55607314858476,1.23299237223041,0.266825881258248,0.761031951544208,"blue","blue"
"3983","D430036J16Rik",-0.104169300875725,1.45917448634277,0.246784881716332,0.619348095046018,0.91972135016221,"turquoise","turquoise"
"3984","D430041D05Rik",-0.137423136014205,7.99616091126508,0.67233250047201,0.412239571351161,0.850122348096631,"turquoise","turquoise"
"3985","D430042O09Rik",0.0757489707010984,5.24880793149175,0.356490378569122,0.550461879818233,0.899774189165567,"pink","BrRePi"
"3986","D4Ertd617e",0.83136123695115,0.276981182678678,6.16658964895336,0.0130185334305821,0.357443957311274,"yellow","YeMaBl"
"3987","D5Ertd579e",-0.14317748011943,7.15101466034731,2.3091505949828,0.128614315321902,0.631505090273151,"grey","grey"
"3988","D5Ertd605e",-0.26587781053553,-2.32233941946838,0.374901227585264,0.540344725195702,0.897304616183344,"grey","grey"
"3989","D630003M21Rik",0.161665982162122,3.01037800021056,1.21883119869048,0.269590151745916,0.762972226201796,"grey","grey"
"3990","D630010B17Rik",-0.00454255456800925,-1.21561657933595,0.000197752520691097,0.988780157464259,0.999063663541767,"turquoise","turquoise"
"3991","D630023F18Rik",-0.265411087107287,2.06996231088199,1.37024383634693,0.241769993670827,0.743780782707911,"turquoise","turquoise"
"3992","D630032N06Rik",-0.579484959561816,-2.14163273543499,1.64273551069742,0.199950558007136,0.715592119813129,"grey","grey"
"3993","D630033O11Rik",0.966423507684376,-2.4777419525547,4.03222899151177,0.0446389261691147,0.464173309180353,"grey","grey"
"3994","D630041G03Rik",-0.353530684236997,1.18228162981859,1.75064064073205,0.185796215173329,0.701388707218236,"turquoise","turquoise"
"3995","D630045J12Rik",-0.206965860607236,7.86567590196501,1.89798892306737,0.168303595356606,0.682124330241349,"turquoise","turquoise"
"3996","D630045M09Rik",0.661730998508619,-3.41373305844696,0.918271970416097,0.337929105831503,0.804970209741849,"grey","grey"
"3997","D6Ertd474e",-0.172228378289232,-0.946184597572491,0.417256910931647,0.518308975575281,0.889591026200393,"turquoise","turquoise"
"3998","D6Ertd527e",0.798632409920441,-1.61482511519799,5.10551690211798,0.023849871556155,0.401934603763803,"grey","grey"
"3999","D6Wsu163e",-0.0391579444084219,5.12489318620942,0.0917289062887896,0.761990608854745,0.953090647862059,"turquoise","turquoise"
"4000","D7Ertd715e",0.424649535988386,3.7539503096942,1.97235284294596,0.160198342284666,0.672176308270706,"yellow","YeMaBl"
